Tweet,Sentiment,Sentiment_Expression
"ويا محلى الصحيّه بعد 3اسابيع في معركة الامتحانات ،10 ساعات نوم متواصل ولولا م انا جعانه كان ما بصحى 😂😍. صوووباااااح الخيييير 🌸✋",positive,explicit
"@turki_tata اسكتي وله بلا هبل! شو جاب الدواعش المجرمين عديمي الإحساس و القلب و الدين و الضمير ل حبيب الشعب "" فرحات… https://t.co/EtveztD6fs",negative,explicit
"أمسينا وأمسى الملك لله رب العالمين،اللهـم إني أسألك خير هذه الليله فتحها،ونصرها، ونورها،وبركتها وهداها، وأعوذ بك من شر ما فيها وشر ما بعدها",very_positive,explicit
انت نادي مدان .. فاسد .. صغير .. تاريخك لا يتجاوز محافظة جدة .. هذا إجرام رياضي كبير غير مسبوق في كرة القدم السعودي… https://t.co/WZlB1rduZx,very_negative,explicit
#حادث أمس بمركز ومدينة المطامير مقتل السيدة علي أيدي أبن اخوة زوجها تدمير عائلة كاملة بجد الإعدام حلال فية مهو كدة كدة ميت منك لله,very_negative,explicit
يا ليت عندي ولو فيي. عاقد جمال قلبك قدم هديي. ودي اهديكي شذا الوردات. واسرار احلام الطفوليي. واتعمشق على النجمات. بسحب ش… https://t.co/A5INqsZguA,very_positive,explicit
@muneera_alalii لهذا السبب قلت كلامي كل الدول العربية لم تملك الثقة بقوتها بعكس العراق الي كان يملك ثقة زايدة بقوة… https://t.co/cAcDjQYvnL,positive,explicit
ليش بعض الناس فاهمين النكد والخنكة حب ؟ يعني الحب مينشرح الا لما تخلي الطرف الثاني بهم فوك الهموم الي عنده . ليش ميحسون بالنعمة الي عدهم !,negative,explicit
#كركوك. 🔴 مستشار العبادي وليد الحلي: هناك 29 منفذا خارج سلطة الحكومة الاتحادية وبغداد عازمة على اعادة جميعها,neutral,none
@Mazin_Almulla @ArabAcademia إن قدرتنا على تحكيم أدوات البحث العلمي في مختلف التخصصات وبأي عدد يطلب من المحكمين لهو… https://t.co/C7vvvQCqCQ,neutral,none
معقول جمال نادين نجيم😍 وغير انو حضورا طاغي وفعلا هيي رقم صعب بالدراما انا بعتبرا افضل ممثله شابة بالعالم العربي مع سلاف فواخرجي. #منا_وجر,very_positive,explicit
@AlaHamdann احترم اختيارك الناتج عن تجربة.. . ورأيي اختلاط المعايير وتركها في ايدي الجهلااء وعدم ضبطها هو ما يصيب المسلمين بالعمى. !,negative,explicit
السعودي بداءت تاكل نفسه في نفسه والهيب ارهابها صار في قصورها وكل هذه الاعتقالات ما هي الا إشارة الى الأتي اعظم ولن يحميكم ترامب ولا غيرها,negative,explicit
اللهم يا من حميت الكعبة من ابرهة الاشرم. نسألك ان تحمي الكعبة وبلادها ورجالها وشعبها من كل شر وان تديم علينا نعمة البيت الحرام..,very_positive,explicit
السعودية ترصد جوائز مالية لمن يدلي لمعلومات على 40 قياديا حوثي يعتبرون ارهابيين لدى السعودية بقية 400 مليون دولار واهمهم. عبد الملك الحوثي30م,neutral,none
وأن أبتدأ مسائي فيك . دريت أنه مساء العافية. مساء الخير ..❤️,very_positive,implicit
سأظل أبحث عنكِ مهما طال بي زماني.. . وأقول إني أحبك دون أن ينطق لساني.. . فالحب في قلبي له أسمى المعاني.. . والكل يعرف… https://t.co/mAsac0WEoD,positive,explicit
(وقال نسوة في المدينة امرأة العزيز تراود فتاها عن نفسه قد شغفها حبا انا لنراها في ضلال مبين .فلما سمعت بمكرهن أرسلت اليهن. وأعتدت لهن متكئا .,neutral,none
"ريال مدريد لن يوقع مع أحد في الشتاء إلا لو حدثت إصابة غير متوقعة لأحد اللاعبين، والأسماء المحتملة سانشيز وأوباميانغ… https://t.co/IaRnFp5adm",neutral,none
النائب خالد الضاهر عبر الجزيرة يقول ان حزب الله سينسحب من سوريا قريبا. وانا أؤكد له بان الحزب قريبا سيدخل الرقة ويحررها من دنس الارهاب,positive,explicit
"مزقوا صوره بالسكاكين خلال ""عرس الكراهية"".. محكمة تابعة للاحتلال تلغي لائحة اتهام مقدمة ضد خمسة من المستوطنين كانوا… https://t.co/91SUyBWzVZ",negative,explicit
@as_ioe لاصرت تقرا المدح اكيد انك تقرا السب بس منت راد والاسباب كثيره يمكن يكون العقل عدم الرد وانا أشك في ذالك,very_negative,explicit
"#سعد_الحريري يدفع ثمن شعار رفعه على مدى سنة كاملة من عمر العهد الجديد ""لبنان أولاً""...و هذا ما لم توافقه عليه المملكة العربية السعودية...",negative,implicit
"تغييب الدولة المدنية ، دولة الدستور و القانون و الحق لتتقدم دويلات الطوائف و المذاهب و الميليشيات الى الاستئثار بالحكم سيولد حتماً الانفجار",very_negative,explicit
"اللبناني كائن عجيب، إذا الطرف التاني غلطان بياخدا حجة ليعمل نفس الغلطة. هوليك مع إيران، يعني it's ok زعيمي يكون مع السعودية. وبلد رح نبني.",negative,explicit
"إنّي كون بِنتَك مسؤولية كبيرة، وما بدّي شي من هل الدني، غير إنّي كون قدّا. . بس لو بتعرف قدّيش بفتخر فيك. . #الوالد https://t.co/R5qABhyRuD",very_positive,explicit
بكل عزيمة واصرار وتحدي اليوم رئيس الحكومة الدكتور العبادي يرفع الراية العراقية راية الله اكبر في أقصى مدينة في غرب… https://t.co/3C1fksb8LJ,positive,explicit
@tadabbor (قل ادعوا الذين زعمتم من دونه فلا يملكون كشف الضر عنكم ولا تحويلا). (قل ادعوا الله أو ادعوا الرحمن أيا ما… https://t.co/Fx1MbCaq2c,neutral,none
"قطاع غزة يشهد خلال شهر أكتوبر / تشرين أول الماضي ولادة 5058 مولوداً جديداً، بمعدل 163 مولوداً يومياً؛ بواقع 6 موا… https://t.co/OJcLXfb1yG",neutral,none
@Dr_abdoty وانا شاهدت منظر كذلك .. وقلت لنفسي .. هل هذا يحدث بمهنة الإنسانيه الطب و ب دين الخير الإسلام و ب بلاد الشهامه والكرم العرب.عجبي✋,very_negative,implicit
يا جماعة اقسم بالله مش بايدي.. كل ما بدي اجي ادرس زي العنجد نص ساعة ولا انا مخلصة 🌚💔🎉 نفسي ادرس واطول والله,negative,explicit
"@FalastineShiraz بشارات السّماء لا تتوقف ، تهوي إلى قلب كُل يائس لتُخبره أن من خلق السماء في سِتة أيام قادر على إسع… https://t.co/8CuXUpsGP7",positive,explicit
تحية إلى كل إنسان ولد و يعيش في العالم العربي و تمكن من الاحتفاظ بقدرته على التفكير المستقل والارتقاء فوق تخلف مجتمعه.. لك مني كامل الاحترام,very_positive,explicit
انها ايام الثورة على الباطل ايام التضحية والفداء ايام انتصار الدم على السيف .. الحسين الثائر الذي قال (ان كان دين مح… https://t.co/v6SXR44738,positive,explicit
إياك ان تجعل عاطفتك تتحكم فيك .. ولا تدع طيبة قلبك نقطة ضعفك .. درب نفسك على تقبل الصدمات حتى لا تشعر بالإنكسار فلا شيء يستحق ان يكسر قلبك .,neutral,none
"وين ماكو واحد زباله داعش لعب بعرضه لعب ، طبعاً انتظروا الاشكال الي راح تطلع بالغربية شوفو أشكالهم صوماليين واشكال وانواع لقطاء😷",very_negative,explicit
"عاد قصر #بعبدا معك فخامة الرئيس يلعب دور الحاضن والجامع لكل اللبنانيين،الرئاسة مش كرسي،الرئاسة فخامة،ميشال عون بي الكل الله يحفظك ويحميك...🙏",positive,explicit
"في ناس بحياتنا عاملين زي النمرة اللي بتكون بقبة البلوزة من وراء بتعمل لك قلق و ما بترتاح الا لما تشيلها ،قصدي تطلعها من حياتك 😉",negative,explicit
@3matjr السلام عليكم ورحمة الله وبركاته حبيت استفسر عن موقع wish هل هو موثوق ؟ وطريقة الشحن كيف ؟ وشكراً جزيلاً مقدماً,neutral,none
